date,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),BLOCCO1:ZONA2:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA3:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA1:Zone Operative Temperature [C](Hourly),BLOCCO1:ZONA2:Zone Ventilation Sensible Heat Loss Energy [J](Hourly),BLOCCO1:ZONA3:Zone Ventilation Sensible Heat Loss Energy [J](Hourly),BLOCCO1:ZONA1:Zone Ventilation Sensible Heat Loss Energy [J](Hourly)
2018-12-02 08:00:00,-3.75,8.839216871903817,9.11513763641619,8.829725566670742,12119129.401686246,3050694.5461800937,12111089.833370967
2018-12-02 09:00:00,-2.95,10.27864787184284,10.209045006306576,10.26872602051785,0.0,0.0,0.0
2018-12-02 10:00:00,-1.475,11.11791022835757,10.766799661652737,11.107935302280273,0.0,0.0,0.0
2018-12-02 11:00:00,0.475,11.66352402680396,11.172717424580055,11.65361038019309,0.0,0.0,0.0
2018-12-02 12:00:00,2.5,12.156553127831216,11.59752612280239,12.14744100632386,0.0,0.0,0.0
2018-12-02 13:00:00,4.574999999999998,12.69239575028751,12.076477840573014,12.68536938112495,0.0,0.0,0.0
2018-12-02 14:00:00,5.1,13.148297005774154,12.510853933971894,13.144790567202541,0.0,0.0,0.0
2018-12-02 15:00:00,5.1,13.486547467447087,12.875932473750634,13.487399413709069,0.0,0.0,0.0
2018-12-02 16:00:00,5.1,13.784959711345609,13.212455282663626,13.790094669258888,0.0,0.0,0.0
2018-12-02 17:00:00,4.575,13.992043547362625,13.47683178158992,14.000376171258026,0.0,0.0,0.0
2018-12-02 18:00:00,3.875000000000001,14.105680336890785,13.663786732945326,14.115646209759245,0.0,0.0,0.0
2018-12-02 19:00:00,3.175,12.175041150458902,12.326428402341843,12.182533466812894,9033728.183508862,2202742.109731475,9038297.941621756
2018-12-02 20:00:00,2.55,11.683400674715953,11.924922179415956,11.691047704111671,9077790.563965108,2243635.520368745,9083640.647686513
